popularity,vote_average,vote_count,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_Unknown,genre_War,genre_Western,release_year,has_top_director,has_top_actor,is_english,lang_target_enc
3.32250764719634,8.377,9.994287576862567,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1995.0,0,1,1,5.753220147584973
2.986747026857261,7.97,9.851878418802897,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,0,1,1,5.753220147584973
2.594769514643244,7.944,9.259892150805431,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1995.0,0,0,1,5.753220147584973
2.5580951517394754,6.0,4.7535901911063645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,0,0,0,5.970360335195531
2.5075972597076985,7.92,8.951051374025619,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,0,1,1,5.753220147584973
2.4046271085160456,8.5,8.411610428841172,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1995.0,0,1,0,5.966668632075471
2.3807491139634003,7.3,8.428361977709622,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1995.0,0,0,1,5.753220147584973
2.28303523374933,6.822,8.798605650854423,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1995.0,0,0,1,5.753220147584973
2.2641248905791485,8.174,9.285169512596832,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1995.0,0,0,1,5.753220147584973
2.1760463376523504,7.928,8.187021067343505,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1995.0,0,0,0,5.707508413891873
2.061621198359917,6.225,8.250620082174692,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1995.0,0,0,1,5.753220147584973
2.046259558638744,7.964,8.37770121259764,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1995.0,0,1,1,5.753220147584973
2.020739289675962,7.27,8.751790892775563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1995.0,0,1,1,5.753220147584973
1.9757601710241985,5.143,2.0794415416798357,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,0,0,0,6.083361997226075
1.9742754515645833,7.448,8.62515033292133,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1995.0,0,1,1,5.753220147584973
1.9681887003171719,7.601,9.064389316491878,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1995.0,0,1,1,5.753220147584973
1.937460263399609,5.0,1.6094379124341003,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1995.0,0,0,0,5.650064458900059
1.9328249095066579,7.0,0.6931471805599453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,0,0,0,5.707508413891873
1.9236499329314876,6.916,8.67265729404031,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1995.0,0,0,1,5.753220147584973
1.922041839490977,6.329,8.454040376410969,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1995.0,0,0,1,5.753220147584973
1.9185095875643519,6.382,5.030437921392435,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1995.0,0,0,0,5.87825
1.9094239793420453,5.441,8.58110651715989,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995.0,0,1,1,5.753220147584973
1.8962996485019787,5.569,7.167809184316444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,0,0,1,5.753220147584973
1.8712327840590186,8.086,8.355850041007475,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,0,0,0,6.083361997226075
1.8524154631014014,8.0,8.717518372649767,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,0,1,1,5.753220147584973
1.8372266581080359,7.3,3.1354942159291497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995.0,0,0,1,5.753220147584973
1.8252426000446034,7.125,7.549082710812286,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,0,0,1,5.753220147584973
1.8083543427998916,5.865,7.768110378525988,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995.0,0,0,1,5.753220147584973
1.7950872593207297,6.892,8.30795254527102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1995.0,0,1,1,5.753220147584973
1.783559272662715,7.7,7.051855622955894,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1995.0,0,0,0,5.356148817802503
1.7824832444476586,7.717,7.713784616598755,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1995.0,1,0,1,5.753220147584973
1.7588057440849238,6.185,7.4377951216719325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,0,0,1,5.753220147584973
1.754282568083773,7.4,7.461065514354283,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1995.0,0,0,1,5.753220147584973
1.7431642860485943,6.382,7.213031659834869,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1995.0,0,1,1,5.753220147584973
1.7163172740611965,7.287,6.621405651764134,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1995.0,0,0,0,5.707508413891873
1.7079067348340797,6.0,7.445417556701687,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1995.0,0,1,1,5.753220147584973
1.666120657606088,7.5,6.782192056006791,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1995.0,0,0,0,5.707508413891873
1.6647590840220619,6.928,7.993619994827744,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1995.0,0,1,1,5.753220147584973
1.6406264538901174,5.958,3.2188758248682006,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1995.0,1,1,0,5.356148817802503
1.6088177201546208,7.951,7.656810091480378,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,0,0,0,5.707508413891873
1.6068746300309356,6.9,7.086737934510577,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,0,0,1,5.753220147584973
1.6016274903421233,7.0,7.54274354536855,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1995.0,0,0,1,5.753220147584973
1.5877238595273464,4.8,1.9459101490553132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1995.0,1,0,0,5.707508413891873
1.5741837222173087,6.026,7.257002707092073,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1995.0,0,0,1,5.753220147584973
1.5663633828605514,5.84,7.850882664809852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1995.0,0,0,1,5.753220147584973
1.5563113597075222,6.5,7.01301578963963,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1995.0,0,0,1,5.753220147584973
1.5555939995619814,6.327,8.365206834418355,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,0,0,1,5.753220147584973
1.5452619922155362,6.553,7.504942068396171,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1995.0,0,0,1,5.753220147584973
1.5127948447292323,6.979,7.083387847625295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,0,0,1,5.753220147584973
1.5054986085983673,6.102,7.135687347028144,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1995.0,0,0,1,5.753220147584973
